SampleNum,Raw,X,Y
1,30.010000,1.000000,30.010000
2,30.100000,2.000000,30.100000
3,30.120000,3.000000,30.120000
4,29.800000,4.000000,29.800000
5,29.780000,5.000000,29.780000
6,30.410000,6.000000,30.410000
7,30.310000,7.000000,30.310000
8,30.090000,8.000000,30.090000
9,29.970000,9.000000,29.970000
10,29.760000,10.000000,29.760000
11,29.860000,11.000000,29.860000
12,29.880000,12.000000,29.880000
13,29.850000,13.000000,29.850000
14,30.010000,14.000000,30.010000
15,30.150000,15.000000,30.150000
16,30.020000,16.000000,30.020000
17,30.160000,17.000000,30.160000
18,30.080000,18.000000,30.080000
19,30.100000,19.000000,30.100000
20,29.850000,20.000000,29.850000
21,30.140000,21.000000,30.140000
22,29.960000,22.000000,29.960000
23,29.990000,23.000000,29.990000
24,30.350000,24.000000,30.350000
25,30.010000,25.000000,30.010000
26,29.700000,26.000000,29.700000
27,29.770000,27.000000,29.770000
28,30.170000,28.000000,30.170000
29,30.240000,29.000000,30.240000
30,29.870000,30.000000,29.870000
31,29.760000,31.000000,29.760000
32,29.710000,32.000000,29.710000
33,29.780000,33.000000,29.780000
34,29.930000,34.000000,29.930000
35,29.830000,35.000000,29.830000
36,30.030000,36.000000,30.030000
37,30.340000,37.000000,30.340000
38,30.210000,38.000000,30.210000
39,30.030000,39.000000,30.030000
40,29.930000,40.000000,29.930000
41,29.950000,41.000000,29.950000
42,30.120000,42.000000,30.120000
43,30.040000,43.000000,30.040000
44,29.890000,44.000000,29.890000
45,29.810000,45.000000,29.810000
46,29.970000,46.000000,29.970000
47,29.910000,47.000000,29.910000
48,29.920000,48.000000,29.920000
49,29.880000,49.000000,29.880000
50,29.680000,50.000000,29.680000
51,29.690000,51.000000,29.690000
52,29.980000,52.000000,29.980000
53,29.860000,53.000000,29.860000
54,29.860000,54.000000,29.860000
55,29.940000,55.000000,29.940000
56,29.860000,56.000000,29.860000
57,29.970000,57.000000,29.970000
58,29.910000,58.000000,29.910000
59,29.790000,59.000000,29.790000
60,29.850000,60.000000,29.850000
61,29.850000,61.000000,29.850000
62,30.170000,62.000000,30.170000
63,30.010000,63.000000,30.010000
64,29.940000,64.000000,29.940000
65,30.040000,65.000000,30.040000
66,29.830000,66.000000,29.830000
67,29.850000,67.000000,29.850000
68,30.190000,68.000000,30.190000
69,29.920000,69.000000,29.920000
70,29.600000,70.000000,29.600000
