SampleNum,Raw,X,Y
1,191.000000,1.000000,191.000000
2,322.000000,2.000000,322.000000
3,152.000000,3.000000,152.000000
4,170.000000,4.000000,170.000000
5,318.000000,5.000000,318.000000
6,321.000000,6.000000,321.000000
7,172.000000,7.000000,172.000000
8,141.000000,8.000000,141.000000
9,72.000000,9.000000,72.000000
10,188.000000,10.000000,188.000000
11,250.000000,11.000000,250.000000
12,167.000000,12.000000,167.000000
13,280.000000,13.000000,280.000000
14,323.000000,14.000000,323.000000
15,264.000000,15.000000,264.000000
16,278.000000,16.000000,278.000000
17,299.000000,17.000000,299.000000
18,216.000000,18.000000,216.000000
19,208.000000,19.000000,208.000000
20,243.000000,20.000000,243.000000
21,322.000000,21.000000,322.000000
22,85.000000,22.000000,85.000000
23,9.000000,23.000000,9.000000
24,236.000000,24.000000,236.000000
25,185.000000,25.000000,185.000000
26,186.000000,26.000000,186.000000
27,352.000000,27.000000,352.000000
28,359.000000,28.000000,359.000000
29,169.000000,29.000000,169.000000
30,163.000000,30.000000,163.000000
31,166.000000,31.000000,166.000000
32,311.000000,32.000000,311.000000
33,338.000000,33.000000,338.000000
34,32.000000,34.000000,32.000000
35,115.000000,35.000000,115.000000
36,334.000000,36.000000,334.000000
37,349.000000,37.000000,349.000000
38,117.000000,38.000000,117.000000
39,154.000000,39.000000,154.000000
40,70.000000,40.000000,70.000000
41,348.000000,41.000000,348.000000
42,342.000000,42.000000,342.000000
43,303.000000,43.000000,303.000000
44,166.000000,44.000000,166.000000
45,296.000000,45.000000,296.000000
46,152.000000,46.000000,152.000000
47,141.000000,47.000000,141.000000
48,330.000000,48.000000,330.000000
49,179.000000,49.000000,179.000000
50,159.000000,50.000000,159.000000
51,253.000000,51.000000,253.000000
52,160.000000,52.000000,160.000000
53,166.000000,53.000000,166.000000
54,239.000000,54.000000,239.000000
55,33.000000,55.000000,33.000000
56,15.000000,56.000000,15.000000
57,349.000000,57.000000,349.000000
58,156.000000,58.000000,156.000000
59,179.000000,59.000000,179.000000
60,160.000000,60.000000,160.000000
61,321.000000,61.000000,321.000000
62,342.000000,62.000000,342.000000
63,99.000000,63.000000,99.000000
64,110.000000,64.000000,110.000000
65,327.000000,65.000000,327.000000
66,155.000000,66.000000,155.000000
67,303.000000,67.000000,303.000000
68,327.000000,68.000000,327.000000
69,170.000000,69.000000,170.000000
70,173.000000,70.000000,173.000000
71,333.000000,71.000000,333.000000
72,164.000000,72.000000,164.000000
73,165.000000,73.000000,165.000000
74,147.000000,74.000000,147.000000
75,314.000000,75.000000,314.000000
76,293.000000,76.000000,293.000000
77,172.000000,77.000000,172.000000
78,334.000000,78.000000,334.000000
79,152.000000,79.000000,152.000000
80,163.000000,80.000000,163.000000
81,23.000000,81.000000,23.000000
82,355.000000,82.000000,355.000000
83,59.000000,83.000000,59.000000
84,45.000000,84.000000,45.000000
85,139.000000,85.000000,139.000000
86,164.000000,86.000000,164.000000
87,216.000000,87.000000,216.000000
88,346.000000,88.000000,346.000000
89,150.000000,89.000000,150.000000
90,159.000000,90.000000,159.000000
91,154.000000,91.000000,154.000000
92,157.000000,92.000000,157.000000
93,171.000000,93.000000,171.000000
94,350.000000,94.000000,350.000000
