SampleNum,Raw,X,Y
1,30.260000,1.000000,30.260000
2,29.690000,2.000000,29.690000
3,29.660000,3.000000,29.660000
4,30.320000,4.000000,30.320000
5,29.760000,5.000000,29.760000
6,29.420000,6.000000,29.420000
7,29.830000,7.000000,29.830000
8,30.430000,8.000000,30.430000
9,30.510000,9.000000,30.510000
10,30.220000,10.000000,30.220000
11,29.380000,11.000000,29.380000
12,29.410000,12.000000,29.410000
13,29.900000,13.000000,29.900000
14,29.680000,14.000000,29.680000
15,29.870000,15.000000,29.870000
16,29.860000,16.000000,29.860000
17,29.880000,17.000000,29.880000
18,29.690000,18.000000,29.690000
19,29.670000,19.000000,29.670000
20,29.590000,20.000000,29.590000
21,29.840000,21.000000,29.840000
22,29.800000,22.000000,29.800000
23,30.030000,23.000000,30.030000
24,30.110000,24.000000,30.110000
25,29.470000,25.000000,29.470000
26,29.520000,26.000000,29.520000
27,29.630000,27.000000,29.630000
28,30.120000,28.000000,30.120000
29,30.120000,29.000000,30.120000
30,30.220000,30.000000,30.220000
31,30.120000,31.000000,30.120000
32,30.030000,32.000000,30.030000
33,29.920000,33.000000,29.920000
34,30.090000,34.000000,30.090000
35,30.250000,35.000000,30.250000
36,29.660000,36.000000,29.660000
37,30.020000,37.000000,30.020000
38,30.230000,38.000000,30.230000
39,30.170000,39.000000,30.170000
40,30.010000,40.000000,30.010000
41,30.020000,41.000000,30.020000
42,30.300000,42.000000,30.300000
43,30.300000,43.000000,30.300000
44,29.040000,44.000000,29.040000
45,29.040000,45.000000,29.040000
46,29.580000,46.000000,29.580000
47,29.780000,47.000000,29.780000
48,30.150000,48.000000,30.150000
49,29.960000,49.000000,29.960000
50,29.700000,50.000000,29.700000
51,30.030000,51.000000,30.030000
52,29.660000,52.000000,29.660000
53,29.940000,53.000000,29.940000
54,29.860000,54.000000,29.860000
55,29.820000,55.000000,29.820000
56,29.950000,56.000000,29.950000
57,29.830000,57.000000,29.830000
58,29.640000,58.000000,29.640000
59,30.160000,59.000000,30.160000
60,30.170000,60.000000,30.170000
61,29.990000,61.000000,29.990000
62,30.020000,62.000000,30.020000
63,30.270000,63.000000,30.270000
64,30.220000,64.000000,30.220000
65,30.480000,65.000000,30.480000
66,29.930000,66.000000,29.930000
67,29.780000,67.000000,29.780000
68,29.900000,68.000000,29.900000
69,29.620000,69.000000,29.620000
70,29.570000,70.000000,29.570000
71,29.020000,71.000000,29.020000
72,29.230000,72.000000,29.230000
73,29.910000,73.000000,29.910000
74,29.760000,74.000000,29.760000
75,30.020000,75.000000,30.020000
76,30.050000,76.000000,30.050000
77,30.130000,77.000000,30.130000
78,29.840000,78.000000,29.840000
79,29.750000,79.000000,29.750000
80,29.920000,80.000000,29.920000
81,29.760000,81.000000,29.760000
