SampleNum,Raw,X,Y
1,30.120000,1.000000,30.120000
2,30.060000,2.000000,30.060000
3,29.960000,3.000000,29.960000
4,29.980000,4.000000,29.980000
5,30.090000,5.000000,30.090000
6,30.160000,6.000000,30.160000
7,30.130000,7.000000,30.130000
8,30.160000,8.000000,30.160000
9,30.200000,9.000000,30.200000
10,30.180000,10.000000,30.180000
11,30.170000,11.000000,30.170000
12,30.270000,12.000000,30.270000
13,30.340000,13.000000,30.340000
14,30.320000,14.000000,30.320000
15,30.200000,15.000000,30.200000
16,30.120000,16.000000,30.120000
17,30.110000,17.000000,30.110000
18,30.060000,18.000000,30.060000
19,30.050000,19.000000,30.050000
20,30.130000,20.000000,30.130000
21,30.160000,21.000000,30.160000
22,29.930000,22.000000,29.930000
23,29.870000,23.000000,29.870000
24,30.020000,24.000000,30.020000
25,30.130000,25.000000,30.130000
26,30.020000,26.000000,30.020000
27,30.080000,27.000000,30.080000
28,30.190000,28.000000,30.190000
29,29.990000,29.000000,29.990000
30,29.870000,30.000000,29.870000
31,29.930000,31.000000,29.930000
32,30.090000,32.000000,30.090000
33,29.860000,33.000000,29.860000
34,29.980000,34.000000,29.980000
35,30.080000,35.000000,30.080000
36,30.070000,36.000000,30.070000
37,29.890000,37.000000,29.890000
38,30.020000,38.000000,30.020000
39,30.090000,39.000000,30.090000
40,30.100000,40.000000,30.100000
41,30.120000,41.000000,30.120000
42,30.170000,42.000000,30.170000
43,30.190000,43.000000,30.190000
44,30.100000,44.000000,30.100000
45,30.060000,45.000000,30.060000
46,29.980000,46.000000,29.980000
47,30.050000,47.000000,30.050000
48,30.110000,48.000000,30.110000
49,30.100000,49.000000,30.100000
50,30.110000,50.000000,30.110000
51,30.110000,51.000000,30.110000
52,29.980000,52.000000,29.980000
53,29.920000,53.000000,29.920000
54,29.940000,54.000000,29.940000
55,29.890000,55.000000,29.890000
56,29.900000,56.000000,29.900000
57,29.700000,57.000000,29.700000
58,29.510000,58.000000,29.510000
59,29.390000,59.000000,29.390000
60,29.470000,60.000000,29.470000
61,29.830000,61.000000,29.830000
62,30.020000,62.000000,30.020000
63,30.040000,63.000000,30.040000
64,30.010000,64.000000,30.010000
65,30.070000,65.000000,30.070000
66,30.090000,66.000000,30.090000
67,30.110000,67.000000,30.110000
68,30.060000,68.000000,30.060000
69,30.110000,69.000000,30.110000
70,30.010000,70.000000,30.010000
71,29.980000,71.000000,29.980000
72,29.970000,72.000000,29.970000
73,30.080000,73.000000,30.080000
74,30.230000,74.000000,30.230000
75,30.180000,75.000000,30.180000
76,29.980000,76.000000,29.980000
77,29.890000,77.000000,29.890000
78,29.980000,78.000000,29.980000
79,29.940000,79.000000,29.940000
80,29.930000,80.000000,29.930000
81,30.000000,81.000000,30.000000
82,30.080000,82.000000,30.080000
83,30.020000,83.000000,30.020000
84,29.880000,84.000000,29.880000
85,29.840000,85.000000,29.840000
86,29.990000,86.000000,29.990000
87,30.100000,87.000000,30.100000
88,30.020000,88.000000,30.020000
89,30.060000,89.000000,30.060000
90,29.860000,90.000000,29.860000
91,29.850000,91.000000,29.850000
92,29.900000,92.000000,29.900000
93,30.030000,93.000000,30.030000
94,29.980000,94.000000,29.980000
95,30.060000,95.000000,30.060000
96,30.100000,96.000000,30.100000
97,30.050000,97.000000,30.050000
98,30.010000,98.000000,30.010000
99,29.980000,99.000000,29.980000
100,29.890000,100.000000,29.890000
101,29.840000,101.000000,29.840000
102,29.860000,102.000000,29.860000
103,29.950000,103.000000,29.950000
104,30.030000,104.000000,30.030000
105,29.910000,105.000000,29.910000
106,29.810000,106.000000,29.810000
107,29.800000,107.000000,29.800000
108,29.880000,108.000000,29.880000
109,29.970000,109.000000,29.970000
110,30.050000,110.000000,30.050000
111,29.990000,111.000000,29.990000
112,29.970000,112.000000,29.970000
113,30.090000,113.000000,30.090000
114,29.990000,114.000000,29.990000
115,29.820000,115.000000,29.820000
116,29.860000,116.000000,29.860000
117,30.050000,117.000000,30.050000
118,30.150000,118.000000,30.150000
119,30.040000,119.000000,30.040000
120,29.990000,120.000000,29.990000
121,30.030000,121.000000,30.030000
122,30.010000,122.000000,30.010000
123,30.000000,123.000000,30.000000
124,30.010000,124.000000,30.010000
125,29.970000,125.000000,29.970000
126,29.880000,126.000000,29.880000
127,29.920000,127.000000,29.920000
128,30.040000,128.000000,30.040000
129,30.090000,129.000000,30.090000
130,30.040000,130.000000,30.040000
131,30.010000,131.000000,30.010000
132,30.020000,132.000000,30.020000
133,30.040000,133.000000,30.040000
134,30.030000,134.000000,30.030000
135,30.040000,135.000000,30.040000
136,30.000000,136.000000,30.000000
137,29.980000,137.000000,29.980000
138,29.960000,138.000000,29.960000
139,29.940000,139.000000,29.940000
140,29.950000,140.000000,29.950000
141,29.900000,141.000000,29.900000
142,29.930000,142.000000,29.930000
143,29.940000,143.000000,29.940000
144,29.940000,144.000000,29.940000
145,29.920000,145.000000,29.920000
146,29.970000,146.000000,29.970000
147,29.990000,147.000000,29.990000
