simuID,ndrf_last,ndhf_last,ajo,bjo,njo,beta,Image1,Image2,Image3,Image4,Image5,Image6,Image7,Image8
67,0.008373,0.124541,926900000,2626830000,0.3069,0.9405,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.67/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.67/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.67/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.67/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.67/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.67/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.67/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.67/NDH_000001.png
68,0.003442,0.131715,986700000,2626830000,0.3069,0.9405,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.68/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.68/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.68/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.68/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.68/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.68/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.68/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.68/NDH_000001.png
69,0.018754,0.109771,807300000,2821410000,0.3069,0.9405,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.69/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.69/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.69/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.69/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.69/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.69/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.69/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.69/NDH_000001.png
70,0.013504,0.117233,867100000,2821410000,0.3069,0.9405,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.70/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.70/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.70/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.70/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.70/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.70/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.70/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.70/NDH_000001.png
71,0.008373,0.124541,926900000,2821410000,0.3069,0.9405,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.71/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.71/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.71/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.71/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.71/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.71/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.71/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.71/NDH_000001.png
72,0.003442,0.131715,986700000,2821410000,0.3069,0.9405,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.72/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.72/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.72/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.72/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.72/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.72/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.72/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.72/NDH_000001.png
73,0.018754,0.109771,807300000,3015990000,0.3069,0.9405,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.73/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.73/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.73/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.73/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.73/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.73/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.73/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.73/NDH_000001.png
74,0.013504,0.117233,867100000,3015990000,0.3069,0.9405,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.74/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.74/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.74/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.74/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.74/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.74/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.74/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.74/NDH_000001.png
75,0.008373,0.124541,926900000,3015990000,0.3069,0.9405,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.75/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.75/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.75/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.75/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.75/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.75/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.75/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.75/NDH_000001.png
76,0.003442,0.131715,986700000,3015990000,0.3069,0.9405,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.76/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.76/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.76/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.76/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.76/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.76/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.76/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.76/NDH_000001.png
77,0.018754,0.109771,807300000,3210570000,0.3069,0.9405,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.77/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.77/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.77/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.77/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.77/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.77/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.77/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.77/NDH_000001.png
78,0.013504,0.117233,867100000,3210570000,0.3069,0.9405,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.78/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.78/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.78/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.78/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.78/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.78/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.78/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.78/NDH_000001.png
79,0.008373,0.124541,926900000,3210570000,0.3069,0.9405,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.79/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.79/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.79/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.79/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.79/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.79/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.79/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.79/NDH_000001.png
80,0.003442,0.131715,986700000,3210570000,0.3069,0.9405,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.80/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.80/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.80/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.80/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.80/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.80/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.80/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.80/NDH_000001.png
81,0.018644,0.109035,807300000,2626830000,0.3089667,0.9405,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.81/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.81/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.81/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.81/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.81/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.81/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.81/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.81/NDH_000001.png
82,0.013399,0.116513,867100000,2626830000,0.3089667,0.9405,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.82/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.82/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.82/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.82/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.82/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.82/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.82/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.82/NDH_000001.png
83,0.008275,0.12383,926900000,2626830000,0.3089667,0.9405,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.83/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.83/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.83/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.83/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.83/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.83/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.83/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.83/NDH_000001.png
84,0.003339,0.131017,986700000,2626830000,0.3089667,0.9405,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.84/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.84/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.84/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.84/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.84/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.84/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.84/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.84/NDH_000001.png
85,0.018644,0.109035,807300000,2821410000,0.3089667,0.9405,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.85/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.85/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.85/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.85/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.85/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.85/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.85/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.85/NDH_000001.png
86,0.013399,0.116513,867100000,2821410000,0.3089667,0.9405,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.86/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.86/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.86/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.86/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.86/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.86/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.86/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.86/NDH_000001.png
87,0.008275,0.12383,926900000,2821410000,0.3089667,0.9405,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.87/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.87/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.87/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.87/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.87/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.87/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.87/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.87/NDH_000001.png
88,0.003339,0.131017,986700000,2821410000,0.3089667,0.9405,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.88/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.88/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.88/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.88/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.88/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.88/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.88/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.88/NDH_000001.png
89,0.018644,0.109035,807300000,3015990000,0.3089667,0.9405,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.89/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.89/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.89/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.89/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.89/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.89/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.89/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.89/NDH_000001.png
90,0.013399,0.116513,867100000,3015990000,0.3089667,0.9405,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.90/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.90/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.90/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.90/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.90/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.90/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.90/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.90/NDH_000001.png
91,0.008275,0.12383,926900000,3015990000,0.3089667,0.9405,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.91/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.91/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.91/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.91/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.91/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.91/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.91/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.91/NDH_000001.png
92,0.003339,0.131017,986700000,3015990000,0.3089667,0.9405,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.92/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.92/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.92/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.92/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.92/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.92/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.92/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.92/NDH_000001.png
93,0.018644,0.109035,807300000,3210570000,0.3089667,0.9405,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.93/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.93/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.93/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.93/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.93/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.93/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.93/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.93/NDH_000001.png
94,0.013399,0.116513,867100000,3210570000,0.3089667,0.9405,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.94/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.94/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.94/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.94/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.94/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.94/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.94/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.94/NDH_000001.png
95,0.008275,0.12383,926900000,3210570000,0.3089667,0.9405,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.95/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.95/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.95/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.95/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.95/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.95/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.95/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.95/NDH_000001.png
96,0.003339,0.131017,986700000,3210570000,0.3089667,0.9405,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.96/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.96/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.96/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.96/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.96/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.96/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.96/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.96/NDH_000001.png
97,0.018538,0.108303,807300000,2626830000,0.3110333,0.9405,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.97/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.97/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.97/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.97/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.97/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.97/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.97/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.97/NDH_000001.png
98,0.013302,0.115791,867100000,2626830000,0.3110333,0.9405,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.98/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.98/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.98/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.98/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.98/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.98/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.98/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.98/NDH_000001.png
99,0.008177,0.123124,926900000,2626830000,0.3110333,0.9405,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.99/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.99/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.99/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.99/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.99/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.99/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.99/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.99/NDH_000001.png
100,0.003235,0.130321,986700000,2626830000,0.3110333,0.9405,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.100/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.100/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.100/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.100/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.100/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.100/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.100/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.100/NDH_000001.png
101,0.018538,0.108303,807300000,2821410000,0.3110333,0.9405,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.101/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.101/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.101/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.101/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.101/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.101/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.101/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.101/NDH_000001.png
102,0.013302,0.115791,867100000,2821410000,0.3110333,0.9405,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.102/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.102/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.102/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.102/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.102/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.102/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.102/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.102/NDH_000001.png
103,0.008177,0.123124,926900000,2821410000,0.3110333,0.9405,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.103/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.103/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.103/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.103/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.103/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.103/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.103/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.103/NDH_000001.png
104,0.003235,0.130321,986700000,2821410000,0.3110333,0.9405,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.104/stress_zz_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.104/damage_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.104/shape_wtest_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.104/shape_slice1_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.104/eqps_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.104/shape_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.104/momentum_000001.png,file://localhost/home/slycat/src/slycat/data/TAIS/workdir.104/NDH_000001.png
