SampleNum,Raw,X,Y
1,50.000000,1.000000,50.000000
2,48.000000,2.000000,48.000000
3,36.000000,3.000000,36.000000
4,36.000000,4.000000,36.000000
5,42.000000,5.000000,42.000000
6,44.000000,6.000000,44.000000
7,26.000000,7.000000,26.000000
8,45.000000,8.000000,45.000000
9,52.000000,9.000000,52.000000
10,45.000000,10.000000,45.000000
11,65.000000,11.000000,65.000000
12,60.000000,12.000000,60.000000
13,57.000000,13.000000,57.000000
14,60.000000,14.000000,60.000000
15,58.000000,15.000000,58.000000
16,45.000000,16.000000,45.000000
17,53.000000,17.000000,53.000000
18,41.000000,18.000000,41.000000
19,55.000000,19.000000,55.000000
20,66.000000,20.000000,66.000000
21,54.000000,21.000000,54.000000
22,36.000000,22.000000,36.000000
23,41.000000,23.000000,41.000000
24,28.000000,24.000000,28.000000
25,41.000000,25.000000,41.000000
26,53.000000,26.000000,53.000000
27,64.000000,27.000000,64.000000
28,38.000000,28.000000,38.000000
29,29.000000,29.000000,29.000000
30,39.000000,30.000000,39.000000
31,57.000000,31.000000,57.000000
32,59.000000,32.000000,59.000000
33,68.000000,33.000000,68.000000
34,72.000000,34.000000,72.000000
35,46.000000,35.000000,46.000000
36,60.000000,36.000000,60.000000
37,42.000000,37.000000,42.000000
38,51.000000,38.000000,51.000000
39,57.000000,39.000000,57.000000
40,60.000000,40.000000,60.000000
41,48.000000,41.000000,48.000000
42,35.000000,42.000000,35.000000
43,30.000000,43.000000,30.000000
44,47.000000,44.000000,47.000000
45,53.000000,45.000000,53.000000
46,48.000000,46.000000,48.000000
47,57.000000,47.000000,57.000000
48,49.000000,48.000000,49.000000
49,65.000000,49.000000,65.000000
50,76.000000,50.000000,76.000000
51,77.000000,51.000000,77.000000
52,66.000000,52.000000,66.000000
53,64.000000,53.000000,64.000000
54,68.000000,54.000000,68.000000
55,66.000000,55.000000,66.000000
56,64.000000,56.000000,64.000000
57,51.000000,57.000000,51.000000
58,57.000000,58.000000,57.000000
59,50.000000,59.000000,50.000000
60,56.000000,60.000000,56.000000
61,73.000000,61.000000,73.000000
62,62.000000,62.000000,62.000000
63,41.000000,63.000000,41.000000
64,54.000000,64.000000,54.000000
65,41.000000,65.000000,41.000000
66,45.000000,66.000000,45.000000
67,68.000000,67.000000,68.000000
68,71.000000,68.000000,71.000000
69,74.000000,69.000000,74.000000
70,78.000000,70.000000,78.000000
71,75.000000,71.000000,75.000000
72,51.000000,72.000000,51.000000
73,63.000000,73.000000,63.000000
74,73.000000,74.000000,73.000000
75,55.000000,75.000000,55.000000
76,42.000000,76.000000,42.000000
77,42.000000,77.000000,42.000000
78,51.000000,78.000000,51.000000
79,69.000000,79.000000,69.000000
80,69.000000,80.000000,69.000000
81,74.000000,81.000000,74.000000
82,60.000000,82.000000,60.000000
83,55.000000,83.000000,55.000000
