SampleNum,Raw,X,Y
1,42.000000,1.000000,42.000000
2,42.000000,2.000000,42.000000
3,42.000000,3.000000,42.000000
4,34.000000,4.000000,34.000000
5,34.000000,5.000000,34.000000
6,31.000000,6.000000,31.000000
7,41.000000,7.000000,41.000000
8,48.000000,8.000000,48.000000
9,46.000000,9.000000,46.000000
10,46.000000,10.000000,46.000000
11,49.000000,11.000000,49.000000
12,49.000000,12.000000,49.000000
13,45.000000,13.000000,45.000000
14,43.000000,14.000000,43.000000
15,41.000000,15.000000,41.000000
16,38.000000,16.000000,38.000000
17,37.000000,17.000000,37.000000
18,35.000000,18.000000,35.000000
19,34.000000,19.000000,34.000000
20,36.000000,20.000000,36.000000
21,30.000000,21.000000,30.000000
22,38.000000,22.000000,38.000000
23,30.000000,23.000000,30.000000
24,29.000000,24.000000,29.000000
25,29.000000,25.000000,29.000000
26,29.000000,26.000000,29.000000
27,29.000000,27.000000,29.000000
28,37.000000,28.000000,37.000000
29,49.000000,29.000000,49.000000
30,40.000000,30.000000,40.000000
31,40.000000,31.000000,40.000000
32,39.000000,32.000000,39.000000
33,33.000000,33.000000,33.000000
34,34.000000,34.000000,34.000000
35,28.000000,35.000000,28.000000
36,12.000000,36.000000,12.000000
37,18.000000,37.000000,18.000000
38,24.000000,38.000000,24.000000
39,26.000000,39.000000,26.000000
40,29.000000,40.000000,29.000000
41,43.000000,41.000000,43.000000
42,46.000000,42.000000,46.000000
43,52.000000,43.000000,52.000000
44,48.000000,44.000000,48.000000
45,47.000000,45.000000,47.000000
46,54.000000,46.000000,54.000000
47,41.000000,47.000000,41.000000
48,45.000000,48.000000,45.000000
49,50.000000,49.000000,50.000000
50,40.000000,50.000000,40.000000
51,44.000000,51.000000,44.000000
52,42.000000,52.000000,42.000000
53,35.000000,53.000000,35.000000
54,43.000000,54.000000,43.000000
55,44.000000,55.000000,44.000000
56,38.000000,56.000000,38.000000
57,33.000000,57.000000,33.000000
58,41.000000,58.000000,41.000000
59,43.000000,59.000000,43.000000
60,37.000000,60.000000,37.000000
61,48.000000,61.000000,48.000000
62,52.000000,62.000000,52.000000
63,48.000000,63.000000,48.000000
64,57.000000,64.000000,57.000000
65,49.000000,65.000000,49.000000
66,49.000000,66.000000,49.000000
67,53.000000,67.000000,53.000000
68,54.000000,68.000000,54.000000
69,46.000000,69.000000,46.000000
70,41.000000,70.000000,41.000000
71,38.000000,71.000000,38.000000
72,45.000000,72.000000,45.000000
73,50.000000,73.000000,50.000000
74,50.000000,74.000000,50.000000
75,49.000000,75.000000,49.000000
76,38.000000,76.000000,38.000000
77,42.000000,77.000000,42.000000
78,44.000000,78.000000,44.000000
79,38.000000,79.000000,38.000000
80,36.000000,80.000000,36.000000
81,34.000000,81.000000,34.000000
82,40.000000,82.000000,40.000000
83,38.000000,83.000000,38.000000
84,47.000000,84.000000,47.000000
85,46.000000,85.000000,46.000000
86,47.000000,86.000000,47.000000
87,51.000000,87.000000,51.000000
88,46.000000,88.000000,46.000000
89,43.000000,89.000000,43.000000
90,47.000000,90.000000,47.000000
91,46.000000,91.000000,46.000000
92,44.000000,92.000000,44.000000
93,45.000000,93.000000,45.000000
94,46.000000,94.000000,46.000000
95,50.000000,95.000000,50.000000
96,50.000000,96.000000,50.000000
97,51.000000,97.000000,51.000000
98,52.000000,98.000000,52.000000
99,51.000000,99.000000,51.000000
100,42.000000,100.000000,42.000000
101,46.000000,101.000000,46.000000
102,41.000000,102.000000,41.000000
103,41.000000,103.000000,41.000000
104,43.000000,104.000000,43.000000
105,41.000000,105.000000,41.000000
106,50.000000,106.000000,50.000000
107,52.000000,107.000000,52.000000
108,43.000000,108.000000,43.000000
109,50.000000,109.000000,50.000000
110,45.000000,110.000000,45.000000
111,51.000000,111.000000,51.000000
112,47.000000,112.000000,47.000000
113,51.000000,113.000000,51.000000
114,50.000000,114.000000,50.000000
115,43.000000,115.000000,43.000000
116,45.000000,116.000000,45.000000
117,46.000000,117.000000,46.000000
118,44.000000,118.000000,44.000000
119,46.000000,119.000000,46.000000
120,43.000000,120.000000,43.000000
121,49.000000,121.000000,49.000000
122,54.000000,122.000000,54.000000
123,51.000000,123.000000,51.000000
124,51.000000,124.000000,51.000000
125,48.000000,125.000000,48.000000
126,46.000000,126.000000,46.000000
127,44.000000,127.000000,44.000000
128,55.000000,128.000000,55.000000
129,48.000000,129.000000,48.000000
130,45.000000,130.000000,45.000000
131,50.000000,131.000000,50.000000
132,48.000000,132.000000,48.000000
133,49.000000,133.000000,49.000000
134,56.000000,134.000000,56.000000
135,57.000000,135.000000,57.000000
136,52.000000,136.000000,52.000000
137,52.000000,137.000000,52.000000
138,54.000000,138.000000,54.000000
139,51.000000,139.000000,51.000000
140,51.000000,140.000000,51.000000
141,52.000000,141.000000,52.000000
142,57.000000,142.000000,57.000000
143,58.000000,143.000000,58.000000
144,51.000000,144.000000,51.000000
145,57.000000,145.000000,57.000000
146,53.000000,146.000000,53.000000
147,48.000000,147.000000,48.000000
148,52.000000,148.000000,52.000000
149,51.000000,149.000000,51.000000
150,51.000000,150.000000,51.000000
151,52.000000,151.000000,52.000000
152,52.000000,152.000000,52.000000
153,54.000000,153.000000,54.000000
154,50.000000,154.000000,50.000000
155,51.000000,155.000000,51.000000
156,48.000000,156.000000,48.000000
157,49.000000,157.000000,49.000000
158,53.000000,158.000000,53.000000
159,55.000000,159.000000,55.000000
160,51.000000,160.000000,51.000000
161,50.000000,161.000000,50.000000
162,52.000000,162.000000,52.000000
163,54.000000,163.000000,54.000000
164,54.000000,164.000000,54.000000
165,48.000000,165.000000,48.000000
166,55.000000,166.000000,55.000000
167,51.000000,167.000000,51.000000
168,54.000000,168.000000,54.000000
169,52.000000,169.000000,52.000000
170,56.000000,170.000000,56.000000
171,57.000000,171.000000,57.000000
172,50.000000,172.000000,50.000000
173,52.000000,173.000000,52.000000
174,54.000000,174.000000,54.000000
175,59.000000,175.000000,59.000000
176,62.000000,176.000000,62.000000
177,63.000000,177.000000,63.000000
178,61.000000,178.000000,61.000000
179,59.000000,179.000000,59.000000
180,56.000000,180.000000,56.000000
181,57.000000,181.000000,57.000000
182,59.000000,182.000000,59.000000
183,56.000000,183.000000,56.000000
184,54.000000,184.000000,54.000000
185,55.000000,185.000000,55.000000
186,56.000000,186.000000,56.000000
187,61.000000,187.000000,61.000000
188,64.000000,188.000000,64.000000
189,61.000000,189.000000,61.000000
190,58.000000,190.000000,58.000000
191,59.000000,191.000000,59.000000
192,62.000000,192.000000,62.000000
193,63.000000,193.000000,63.000000
194,63.000000,194.000000,63.000000
195,64.000000,195.000000,64.000000
196,64.000000,196.000000,64.000000
197,61.000000,197.000000,61.000000
198,54.000000,198.000000,54.000000
199,58.000000,199.000000,58.000000
200,64.000000,200.000000,64.000000
201,60.000000,201.000000,60.000000
202,54.000000,202.000000,54.000000
203,64.000000,203.000000,64.000000
204,64.000000,204.000000,64.000000
205,56.000000,205.000000,56.000000
206,57.000000,206.000000,57.000000
207,58.000000,207.000000,58.000000
208,60.000000,208.000000,60.000000
209,61.000000,209.000000,61.000000
210,60.000000,210.000000,60.000000
211,61.000000,211.000000,61.000000
212,57.000000,212.000000,57.000000
213,61.000000,213.000000,61.000000
214,61.000000,214.000000,61.000000
215,64.000000,215.000000,64.000000
216,61.000000,216.000000,61.000000
217,59.000000,217.000000,59.000000
218,59.000000,218.000000,59.000000
219,55.000000,219.000000,55.000000
220,56.000000,220.000000,56.000000
221,55.000000,221.000000,55.000000
222,59.000000,222.000000,59.000000
223,64.000000,223.000000,64.000000
224,66.000000,224.000000,66.000000
225,65.000000,225.000000,65.000000
226,62.000000,226.000000,62.000000
227,62.000000,227.000000,62.000000
228,63.000000,228.000000,63.000000
229,63.000000,229.000000,63.000000
230,65.000000,230.000000,65.000000
231,61.000000,231.000000,61.000000
232,55.000000,232.000000,55.000000
233,52.000000,233.000000,52.000000
234,56.000000,234.000000,56.000000
235,57.000000,235.000000,57.000000
236,59.000000,236.000000,59.000000
237,57.000000,237.000000,57.000000
238,58.000000,238.000000,58.000000
239,61.000000,239.000000,61.000000
240,60.000000,240.000000,60.000000
241,60.000000,241.000000,60.000000
242,62.000000,242.000000,62.000000
243,57.000000,243.000000,57.000000
244,59.000000,244.000000,59.000000
245,59.000000,245.000000,59.000000
246,52.000000,246.000000,52.000000
247,54.000000,247.000000,54.000000
248,52.000000,248.000000,52.000000
249,55.000000,249.000000,55.000000
250,56.000000,250.000000,56.000000
